! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Tuesday, 25 February 2020 05:01:37
! NAME Agilent Technologies
! MODEL N9923A
! SERIAL MY52412229
! FIRMWARE_VERSION A.07.32
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 1061509983
! CORRECTION1 ON U
! DATA Freq,S11
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
200000000,-2.92417885984975
204000000,-3.20776631668441
208000000,-4.09364949774267
212000000,-4.45226665465963
216000000,-4.25137143402286
220000000,-4.12000139450259
224000000,-4.05510667506775
228000000,-4.08074997003445
232000000,-4.19248650806642
236000000,-4.20720121881689
240000000,-4.29286231179615
244000000,-4.35618871395063
248000000,-4.50978975043604
252000000,-4.66144801494923
256000000,-4.77022635634277
260000000,-4.86008825627183
264000000,-4.92910916385038
268000000,-4.91560491453319
272000000,-4.83797267949943
276000000,-4.70954624777298
280000000,-4.6054321727784
284000000,-4.39863155053095
288000000,-4.20735014165044
292000000,-3.92469790378832
296000000,-3.5938107479729
300000000,-3.37958172582438
304000000,-3.17018524787074
308000000,-3.02047723932995
312000000,-2.95434567791999
316000000,-2.99129648410581
320000000,-3.15846827012728
324000000,-3.37097864443277
328000000,-3.57829641263055
332000000,-3.62406158991101
336000000,-3.60545078850844
340000000,-3.4427352727579
344000000,-3.11518447135105
348000000,-2.71094335961974
352000000,-2.48343354175782
356000000,-2.44966231710607
360000000,-2.83535485971517
364000000,-4.24852300993306
368000000,-8.17126922195951
372000000,-15.3606715159288
376000000,-12.2492549498513
380000000,-8.65225906600623
384000000,-6.9075931221915
388000000,-5.91633647949422
392000000,-5.33972019695412
396000000,-4.87734907399356
400000000,-4.54187438241187
404000000,-4.2973225854069
408000000,-4.31255447230114
412000000,-4.57717827961532
416000000,-5.04112373718696
420000000,-5.68791296501301
424000000,-6.86355771657254
428000000,-8.39008565640131
432000000,-9.37442488842334
436000000,-10.4610438832343
440000000,-13.1098082283432
444000000,-15.559958156578
448000000,-17.9949439874694
452000000,-19.9323748844541
456000000,-18.3538659468715
460000000,-15.91424763212
464000000,-15.9664549884919
468000000,-16.5998128558952
472000000,-16.5982430989161
476000000,-16.8482282710979
480000000,-15.1181901007159
484000000,-12.9186568700959
488000000,-10.7951763153431
492000000,-8.99413325564453
496000000,-7.33579719173281
500000000,-6.47388555130475
504000000,-5.4892857221917
508000000,-4.91185360901772
512000000,-4.65528276365899
516000000,-4.66659193874572
520000000,-4.97783286742756
524000000,-5.80110521733539
528000000,-6.7520909856672
532000000,-7.598842034189
536000000,-7.99122763731941
540000000,-8.16494696588478
544000000,-7.86263445248021
548000000,-7.28617551365905
552000000,-6.77993905921811
556000000,-6.26667988987498
560000000,-5.84526428293812
564000000,-5.639858283891
568000000,-5.79435763505326
572000000,-6.07351478745417
576000000,-6.34244572491085
580000000,-6.66300031469724
584000000,-6.83062000178874
588000000,-7.03151726776882
592000000,-6.82785870328813
596000000,-6.80122079265397
600000000,-6.97034333782673
604000000,-6.71269098164085
608000000,-6.54998146222326
612000000,-6.30737529832991
616000000,-6.09440060142557
620000000,-5.85481692058063
624000000,-5.71819159985481
628000000,-5.52728141448124
632000000,-5.19671143774747
636000000,-4.68471365174532
640000000,-4.18398938682674
644000000,-3.910637434089
648000000,-3.72057424158638
652000000,-3.69522711176857
656000000,-3.93557817899192
660000000,-4.35946334986699
664000000,-4.85775971164424
668000000,-5.22344822484231
672000000,-5.36983425332522
676000000,-5.20813457424286
680000000,-4.84879919122844
684000000,-4.36016285694343
688000000,-3.87017572657309
692000000,-3.45716701796573
696000000,-3.11854708623656
700000000,-2.91937696418155
704000000,-2.85846555659059
708000000,-2.93731586739371
712000000,-3.17143596058053
716000000,-3.56247002502987
720000000,-3.98843380918904
724000000,-4.48934968724945
728000000,-4.97922698481179
732000000,-5.31816535630713
736000000,-5.54358611302884
740000000,-5.73087403528173
744000000,-5.75372195998343
748000000,-5.75050443774198
752000000,-5.67677510195964
756000000,-5.62380520164238
760000000,-5.44167207077303
764000000,-5.37338061248564
768000000,-5.33751928837148
772000000,-5.16005355034936
776000000,-5.0882415670188
780000000,-5.07501632098824
784000000,-4.95951287535564
788000000,-4.82658987244961
792000000,-4.76640225684872
796000000,-4.71484926470377
800000000,-4.72591884780744
804000000,-4.65462145916371
808000000,-4.51118667449295
812000000,-4.28202612099475
816000000,-3.961990117884
820000000,-3.59352175965823
824000000,-3.16591737272458
